Date,ZINC,TIN,STEEL,NICKEL,MOLYBDENUM,LEAD,COBALT,COPPER,ALUMINIUM
2013-04-02,1843.25,22992.5,185,16387.5,24000,2168.5,25075,7601.75,1861.5
2013-04-03,1833.75,22762.5,184.5,16187.5,24000,2162.25,25005,7630.5,1845.25
2013-04-04,1835.75,22720,180,16037.5,24000,2088.75,25275,7569.75,1833.25
2013-04-05,1847.5,22712.5,172.5,15927.5,24000,2093.75,25200,7582.25,1844.75
2013-04-08,1860.5,22982.5,167.5,16132.5,24000,2077,25075,7434.25,1865.25
2013-04-09,1876.75,22870,162.5,16067.5,24000,2039.25,25550,7405.25,1858.25
2013-04-10,1891.75,22995,162.5,16145,24000,2037.25,25425,7336.25,1877.75
2013-04-11,1854.75,22747.5,161,15952.5,24000,2042.25,25175,7375.75,1855.25
2013-04-12,1843.25,22777.5,163.5,15940,24000,2037,25550,7457.25,1840.75
2013-04-15,1813.25,21225,157.5,15452.5,24000,2048.5,25602.5,7485.25,1803.75
2013-04-16,1860.75,21272.5,147.5,15727.5,24000,2087.5,25900,7546.75,1860.5
2013-04-17,1835.25,20687.5,142.5,15337.5,24000,2061.25,25850,7509.75,1855.25
2013-04-18,1841.25,20302.5,154,15387.5,24000,2046,25850,7509,1873.5
2013-04-19,1857.25,20995,140.25,15227.5,24000,1982.25,27125,7120.25,1871.25
2013-04-22,1836.25,20717.5,155,15177.5,24000,2037.5,26825,7218.75,1840.75
2013-04-23,1829.25,20637.5,150,15082.5,24000,2012.75,26875,7066,1858.25
2013-04-24,1860.75,20852.5,150.25,15202.5,24000,1997.25,27250,6962.25,1870.75
2013-04-25,1881.75,20815,135,15132.5,24000,2008,27000,6974.75,1882.75
2013-04-26,1886.75,20772.5,135,15277.5,24000,1997.25,27000,6875,1889.75
2013-04-29,1861.75,20772.5,130,15282.5,24000,1989,26750,6810.5,1846.25
2013-04-30,1853.75,20775,112.5,15197.5,24500,2009.25,27150,6935.25,1846.25
2013-05-01,1803.25,19772.5,107.5,14972.5,24500,2040.75,27550,7034,1788.25
2013-05-02,1823.75,19947.5,114,14767.5,24500,2036.5,27250,7054.25,1802.5
2013-05-03,1821.25,19962.5,135,14907.5,24500,2020.5,27500,7078.5,1827.5
2013-05-07,1840.25,20342.5,145,14962.5,24500,2018.75,27500,7073.25,1841
2013-05-08,1870.25,20382.5,140,15437.5,24500,1969.5,27400,6872.5,1886.25
2013-05-09,1846.75,20647.5,140,15332.5,24500,1978.5,27600,6870.25,1864.25
2013-05-10,1835.25,20762.5,150,15322.5,24500,1969,28050,7121.5,1847.5
2013-05-13,1823.75,20827.5,130,15232.5,24500,2019.5,27950,7240.25,1827.25
2013-05-14,1813.75,20637.5,139,15102.5,24500,2048.25,27600,7325.5,1825.25
2013-05-15,1792.25,20597.5,143,14827.5,23750,2012.25,27600,7310.5,1800.25
2013-05-16,1789.75,20622.5,140,14767.5,23750,1983.25,28150,7390.25,1802.25
2013-05-17,1812.75,20897.5,130.25,14852.5,23750,1980.5,27525,7350.25,1840.25
2013-05-20,1806.75,20997.5,135,14847.5,23750,1975.5,27800,7195.25,1810.75
2013-05-21,1833.25,21262.5,135.5,15032.5,23750,1948.5,27550,7095.25,1834.75
2013-05-22,1840.25,21497.5,135,15162.5,23750,1966.25,27425,7095.25,1837.25
2013-05-23,1820.25,20987.5,130,14752.5,24000,2002.75,27225,7329.25,1825.75
2013-05-24,1822.75,21112.5,127.5,14752.5,23500,2001.5,28050,7275.5,1814.25
2013-05-28,1819.75,21147.5,135,14827.5,24000,2040.25,28500,7383.5,1807.75
2013-05-29,1836.75,21002.5,130,14777.5,24000,2053.25,27550,7477.5,1820.75
2013-05-30,1869.5,20882.5,140,14637.5,24000,2024.75,28350,7285.25,1856.5
2013-05-31,1881.75,20822.5,137.5,14632.5,24000,2055.75,28650,7239.5,1875.25
2013-06-03,1906.25,20997.5,132.5,15027.5,23500,2097.75,29500,7256.75,1888.25
2013-06-04,1911.75,21012.5,140,15137.5,23500,2116.75,29900,7201.25,1902.25
2013-06-05,1924.75,21087.5,140,15252.5,23500,2148.5,29900,7245.25,1938.75
2013-06-06,1895.25,20895,140,14917.5,23500,2192.75,29500,7240.5,1927.25
2013-06-07,1903.25,20977.5,140,15047.5,23500,2209.75,29700,7330.25,1933.25
2013-06-10,1849.25,20842.5,140,14852.5,23500,2218,29700,7337.25,1883.5
2013-06-11,1832.75,20597.5,135,14492.5,23500,2246.25,29750,7421.25,1848.25
2013-06-12,1832.5,20442.5,135,14382.5,23500,2205.25,29900,7310.75,1842.5
2013-06-13,1815.25,20252.5,135,14027.5,23500,2187.75,29750,7281.5,1812.75
2013-06-14,1817.75,20247.5,135,14227.5,23500,2122.75,30500,7119.75,1815.25
2013-06-17,1815.75,20297.5,130,14082.5,22700,2128.75,30000,7035.5,1789.25
2013-06-18,1816.5,20137.5,130,14012.5,22700,2132.75,30000,7085.75,1794.75
2013-06-19,1834.75,20047.5,135,14007.5,22700,2091,30000,7057.25,1792.25
2013-06-20,1794.75,19442.5,135,13742.5,22500,2099.75,30000,7044.5,1748.25
2013-06-21,1808.75,19512.5,125,13777.5,22700,2099.25,30000,7020.25,1747.75
2013-06-24,1783.75,19542.5,185,13637.5,22700,2075.5,30000,6970.25,1728.75
2013-06-25,1804,19712.5,145,13862.5,22700,2081.5,29800,6972.25,1744.25
2013-06-26,1800.75,19697.5,150,13557.5,22700,2008.75,30000,6807.75,1732.75
2013-06-27,1807.75,19697.5,140,13615,22700,2016.75,31050,6776,1719.25
2013-06-28,1822.75,19787.5,125,13677.5,22700,1995.5,31800,6637.25,1730.75
2013-07-01,1832.75,19752.5,125,13830,22700,2022.75,31800,6726.25,1753.75
2013-07-02,1855.75,20222.5,125,13912.5,22700,2031.75,31800,6685.25,1792.25
2013-07-03,1851.25,20092.5,125,13802.5,21500,2037.5,30002.5,6705,1774.25
2013-07-04,1840.25,20002.5,135,13682.5,21500,2057.5,30125,6750.25,1767.25
2013-07-05,1805.25,19697.5,140,13527.5,21500,2058.75,29750,6916,1742.75
2013-07-08,1818.75,19297.5,135,13322.5,21500,2087.5,30050,6979.75,1736.25
2013-07-09,1824.5,19367.5,140,13157.5,21500,2057.75,29250,6921.5,1739.75
2013-07-10,1845.75,19677.5,145,13467.5,21500,2067.25,29550,6920.25,1761.25
2013-07-11,1885.25,19687.5,125,13652.5,21500,2035.25,30050,6820.5,1800.25
2013-07-12,1860.75,19447.5,135,13562.5,21500,2031.75,30025,6764.75,1790
2013-07-15,1855.75,19302.5,100,13377.5,20500,2028.5,29800,6718.75,1761.25
2013-07-16,1843.25,19392.5,100,13532.5,20500,2045.75,29550,6779.75,1752.25
2013-07-17,1831.75,19457.5,102.5,13807.5,20500,2092.75,28650,6995.25,1772.25
2013-07-18,1821.25,19352.5,110,13882.5,20500,2049,29300,6922.75,1752.75
2013-07-19,1833.5,19587.5,120,13977.5,20500,2049.25,29050,6891.25,1772.5
2013-07-22,1839.75,19487.5,120,14052.5,19500,2044.25,29125,6936.25,1794.25
2013-07-23,1837.25,19397.5,120,13972.5,19500,2037.25,28750,6923.5,1801.25
2013-07-24,1862.75,19602.5,115,14117.5,20500,2016.25,28750,6855.25,1806.75
2013-07-25,1838.5,19262.5,125,14047.5,20000,2035.75,28375,6919.75,1784.25
2013-07-26,1832.25,19312.5,130,13827.5,19800,2035.75,27375,6979,1761.25
2013-07-29,1809.25,19380,130,13637.5,19800,2039.25,27500,6960.5,1759.75
2013-07-30,1800.5,19750,130,13432.5,20100,2062.75,26275,7076.25,1741.25
2013-07-31,1792.75,19890,130,13567.5,20100,2049.75,25552.5,6927.25,1731.75
2013-08-01,1822.25,20552.5,130,13757.5,20100,2060.25,25820,6905.25,1776.25
2013-08-02,1835,20867.5,120,13817.5,20100,2055,26550,6860.25,1769.5
2013-08-05,1822.75,21127.5,125,13832.5,20100,2028.75,24750,6751.5,1755.25
2013-08-06,1828.75,21292.5,125,13887.5,20100,2033.25,26750,6802.5,1752.75
2013-08-07,1800.5,21177.5,125,13582.5,20100,2089,26000,6998.5,1730.75
2013-08-08,1844.5,21637.5,135,14157.5,20100,2111.25,26050,7018.5,1781.5
2013-08-09,1905.25,22125,125,14437.5,20100,2111.75,26500,6950.25,1821.25
2013-08-12,1907,22102.5,137,14772.5,20100,2117.75,26500,7026.25,1832.25
2013-08-13,1904.25,22037.5,140,14732.5,20100,2089.5,25450,6891.5,1839.25
2013-08-14,1902.25,21822.5,140,14712.5,20100,2119.5,26875,7121.25,1834.75
2013-08-15,1904.75,21512.5,145,14657.5,20100,2151,27375,7185.5,1842.25
2013-08-16,1949.75,21862.5,145,14682.5,20100,2179.75,27400,7245.5,1876.25
2013-08-19,1955,21837.5,145,14652.5,20100,2177.75,27900,7280.75,1872.25
2013-08-20,1939.5,22000,145,14562.5,20100,2168,27050,7272.25,1848.5
2013-08-21,1936.25,22012.5,145,14447.5,20100,2189,27000,7226.5,1852.25
2013-08-22,1941.5,21997.5,145,14432.5,20100,2224,26855,7335.25,1857.25
2013-08-23,1931.75,21987.5,145,14342.5,20100,2237.5,26912.5,7285.25,1834.5
2013-08-27,1937.25,21697.5,145,14322.5,20100,2229.25,27250,7265.25,1827.75
2013-08-28,1932.75,21637.5,145,14232.5,21100,2219.5,27250,7235.75,1826.25
2013-08-29,1900.75,21512.5,145,14067.5,21100,2227.25,27250,7340.25,1797.5
2013-08-30,1877.25,21227.5,145,13752.5,21100,2196,28400,7300.25,1775.25
2013-09-02,1867.75,21127.5,145,13772.5,21100,2205.25,27050,7300.25,1763.75
2013-09-03,1867.75,21275,150,13632.5,20800,2229.25,28500,7235.75,1772.75
2013-09-04,1838.25,21775,150,13537.5,21000,2197.5,30625,7210.25,1744.25
2013-09-05,1839.75,22352.5,150,13655,21000,2160.25,30500,7094.5,1753.75
2013-09-06,1868.25,22600,150,13897.5,21000,2151,30050,7175.25,1780.25
2013-09-09,1845.25,23187.5,155,13817.5,21200,2151.25,30500,7183.25,1766.75
2013-09-10,1837.25,22962.5,155,13772.5,21200,2121,29900,7125,1759.25
2013-09-11,1837.75,22827.5,155,13672.5,21000,2121.75,29602.5,7102,1756.25
2013-09-12,1824.25,22437.5,185,13617.5,21000,2150.5,28250,7170.25,1746
2013-09-13,1833.25,22627.5,175,13602.5,20500,2134.25,28250,7191.25,1746.5
2013-09-16,1824.75,22897.5,197.5,13817.5,20500,2124.75,27900,7171.5,1734.25
2013-09-17,1822.75,22912.5,199.5,13772.5,20500,2119.5,28350,7162.5,1729.75
2013-09-18,1825.25,22932.5,195,13777.5,20500,2082.75,28000,7043.25,1741.75
2013-09-19,1875.75,23330,195,14137.5,20500,2062.5,27700,7028.25,1783.25
2013-09-20,1858.25,23342.5,195,14085,20500,2039.25,28250,7049.75,1771.25
2013-09-23,1843,22897.5,219.5,13827.5,20500,2022.5,27500,7056.25,1754.25
2013-09-24,1844.75,22922.5,205,13677.5,20500,2052.75,27450,7090.25,1753.25
2013-09-25,1841.25,22987.5,209.5,13712.5,20500,2091.75,27300,7301.25,1751.5
2013-09-26,1860.25,23287.5,209.5,13777.5,20500,2075.25,26850,7294.75,1761.25
2013-09-27,1879.75,23447.5,200,13882.5,20500,2042.5,26025,7180.75,1789.25
2013-09-30,1876.25,23392.5,209.75,13855,20500,2044.75,26500,7140.25,1802.75
2013-10-01,1852.25,23187.5,209.75,13737.5,20500,2042.25,26600,7154.75,1785.5
2013-10-02,1827.75,22707.5,219.75,13627.5,20500,2060.5,26600,7220.25,1773.25
2013-10-03,1840.25,22845,219.75,13630,20500,2082.75,26800,7252.25,1785.25
2013-10-04,1830.5,22972.5,225,13555,20500,2074.5,26750,7290.25,1789.25
2013-10-07,1828.75,23650,220,13837.5,20500,2052.25,26900,7218.75,1790.75
2013-10-08,1849.75,23715,215,13832.5,20500,2034,27125,7155.75,1818.25
2013-10-09,1857.5,23497.5,215,13757.5,20500,2047,27150,7215.25,1838.75
2013-10-10,1852.25,23392.5,227.5,13717.5,20500,2026.75,27100,7147.5,1818.25
2013-10-11,1872.75,23322.5,224.75,13727.5,20500,2027.5,27400,7170.75,1829.75
2013-10-14,1883.5,23377.5,235,13905,20500,2055.5,27250,7231.25,1821.75
2013-10-15,1886.5,23087.5,220,13892.5,20500,2060.75,27375,7140.5,1804.75
2013-10-16,1858.75,22937.5,220,13837.5,20500,2053.5,27125,7112.25,1786.75
2013-10-17,1885.75,22902.5,220,13965,20350,2072.5,27250,7124,1795.75
2013-10-18,1907.5,22757.5,220,14167.5,20350,2101.75,27250,7205.25,1808.25
2013-10-21,1906.75,22902.5,215,14292.5,20500,2112,27150,7185.75,1807.25
2013-10-22,1929.75,23392.5,220,14632.5,20500,2103.25,27200,7158.25,1829.25
2013-10-23,1914.25,22902.5,225,14577.5,20500,2127.75,27100,7171.75,1821.5
2013-10-24,1895.25,22842.5,220,14412.5,20500,2158.25,27125,7241.25,1801.5
2013-10-25,1894,22822.5,220,14382.5,20550,2157.25,27025,7225.25,1806.75
2013-10-28,1922.5,23207.5,220,14457.5,21000,2182.75,27050,7259,1838.75
2013-10-29,1938.75,23222.5,220,14517.5,21000,2158.75,27050,7200.25,1848.75
2013-10-30,1937.25,23197.5,225,14552.5,21000,2140.75,26575,7159.75,1843.25
2013-10-31,1925.25,22992.5,245,14512.5,21000,2148.75,26750,7125.75,1832.75
2013-11-01,1916.75,22962.5,240,14577.5,21000,2182.75,26850,7160.5,1817.25
2013-11-04,1899.5,22787.5,235,14257.5,21000,2194.75,27250,7215.25,1787.75
2013-11-05,1886.25,22725,232.5,14312.5,21000,2186.25,26700,7275.25,1767.25
2013-11-06,1896.25,23012.5,230,14287.5,21000,2169,26900,7233.5,1784.25
2013-11-07,1868.25,22712.5,232.5,13947.5,20800,2170.75,27375,7255.25,1775.75
2013-11-08,1863,22930,232.5,13862.5,20800,2138.5,27000,7179.75,1764.75
2013-11-11,1864.25,22865,230,13807.5,20800,2123.25,26800,7138.25,1760.25
2013-11-12,1856.25,22762.5,230,13652.5,20800,2149.5,26950,7199.5,1754.75
2013-11-13,1852.25,22762.5,227.5,13602.5,20800,2116,26700,7118.75,1745.75
2013-11-14,1851.25,22902.5,230,13587.5,20800,2116.75,26700,7125.25,1740.25
2013-11-15,1859.5,22970,230,13687.5,20800,2107.25,27000,7134,1737.75
2013-11-18,1863.25,22987.5,230,13685,20800,2091.5,26000,7123.75,1737.25
2013-11-19,1859.75,22837.5,230,13577.5,20800,2076.5,25975,7021.25,1737.75
2013-11-20,1861.75,22917.5,227.5,13507.5,20800,2073.75,26000,6938.75,1739.75
2013-11-21,1858.75,22962.5,227.5,13422.5,20800,2072.5,25500,6967.25,1730.25
2013-11-22,1872.25,22875,230,13435,20800,2071.75,25500,6999.25,1746.5
2013-11-25,1871.75,22897.5,235,13475,20800,2062.25,25625,6946.5,1733.5
2013-11-26,1872.75,22942.5,235,13462.5,20800,2073.75,25625,6979.75,1734.5
2013-11-27,1855.25,22852.5,235,13402.5,20800,2060.5,25625,6991.5,1720.75
2013-11-28,1847.75,22587.5,235,13265,20800,2082.75,25625,7065.25,1700.75
2013-11-29,1858.75,22527.5,235,13412.5,20800,2067.5,26000,7067.25,1710.5
2013-12-02,1855.25,22682.5,235,13387.5,20800,2066.5,26000,7051.25,1699.25
2013-12-03,1856.75,22482.5,235,13347.5,20800,2040,26000,6987.5,1694.75
2013-12-04,1861.25,22662.5,245,13522.5,20800,2051.25,25350,7026.5,1701.5
2013-12-05,1882.5,23112.5,245,13782.5,20800,2040.25,25250,7008.25,1727.75
2013-12-06,1882.25,23012.5,250,13737.5,20800,2035.25,26125,6944.75,1728
2013-12-09,1911.25,23137.5,255,13832.5,20800,2046.5,26275,6974.75,1748.75
2013-12-10,1938.25,23265,255,14002.5,20800,2073.75,26450,7080.75,1762.25
2013-12-11,1952.25,22562.5,255,13925,21300,2066,26350,7112,1768.75
2013-12-12,1951.75,22675,255,14002.5,21300,2085.25,26350,7140.5,1759.25
2013-12-13,1958.75,22712.5,255,13902.5,21300,2103.25,26350,7165.25,1750.25
2013-12-16,1992.25,22847.5,255,14057.5,21300,2113.75,26450,7169.25,1745.25
2013-12-17,1989.25,22775,275,13915,21000,2113.5,26250,7229.75,1745.25
2013-12-18,1994.75,22745,295,14032.5,21000,2115.25,26250,7218.25,1749.25
2013-12-19,1976.25,22847.5,295,14067.5,21000,2151.25,26500,7325.25,1735.25
2013-12-20,2021,22862.5,295,14212.5,21000,2149.75,26500,7285.75,1738.5
2013-12-23,2071.75,22852.5,295,14305,21000,2131.25,27500,7229,1717.75
2013-12-24,2076.5,22942.5,295,14047.5,21000,2137.25,27500,7218.25,1709.5
2013-12-27,2115.5,22975,295,14162.5,21000,2168.75,27850,7264.25,1753.25
2013-12-30,2104.75,22787.5,295,14012.5,21000,2195.25,27500,7250.5,1770.75
2013-12-31,2085.25,22537.5,290,13967.5,21000,2223.25,29000,7279,1764.25
2014-01-02,2081.5,22487.5,290,13902.5,21000,2258.75,29500,7374.5,1755.25
2014-01-03,2044.25,21577.5,295,13865,21000,2239.5,29600,7386.75,1738.25
2014-01-06,2025.25,21497.5,290,13565,21000,2205.5,29600,7394.25,1717.25
2014-01-07,2050.25,21717.5,290,13477.5,21000,2211.75,29300,7439.25,1732.75
2014-01-08,2045.75,22062.5,305,13442.5,21000,2167.5,27600,7335.25,1736.25
2014-01-09,2014.25,21812.5,335,13362.5,21500,2135,27300,7313.25,1712.75
2014-01-10,2019.75,21842.5,360,13677.5,20500,2156.5,26900,7353.5,1715.75
2014-01-13,2035.25,21902.5,355,13977.5,21475,2126.75,27700,7367.5,1715.75
2014-01-14,2096.5,22242.5,355,14282.5,21475,2092.75,27650,7281.5,1724.75
2014-01-15,2054.25,22097.5,355,14242.5,21500,2096.5,27575,7283.25,1714.75
2014-01-16,2081.75,22412.5,355,14490,22050,2118.5,27650,7305.25,1751.75
2014-01-17,2067.25,22387.5,355,14592.5,21750,2181.25,27950,7342.5,1765.75
2014-01-20,2075.25,22287.5,355,14432.5,21750,2150.5,27800,7308.5,1767.25
2014-01-21,2069.25,22137.5,355,14562.5,22300,2198.25,28700,7345.25,1742.25
2014-01-22,2074.75,22237.5,355,14642.5,22300,2175.25,28700,7379.25,1746.5
2014-01-23,2050.75,22162.5,355,14632.5,22300,2187.25,28700,7337.5,1731.5
2014-01-24,2018.75,22112.5,360,14552.5,22300,2176.25,27500,7331.75,1726.25
2014-01-27,2007.75,21997.5,360,14257.5,22300,2181.75,28500,7326.5,1710.75
2014-01-28,1997.25,22102.5,360,14077.5,22300,2154.5,28000,7284.75,1712.75
2014-01-29,2000.5,22142.5,360,14092.5,22300,2145.25,28500,7239.75,1709.25
2014-01-30,1963,22302.5,360,13855,22300,2135,29550,7232.5,1685.75
2014-01-31,1965.25,21912.5,360,13697.5,22300,2126.5,30600,7214.75,1663.25
2014-02-03,1962.5,22187.5,360,13827.5,22300,2142.5,30400,7208.5,1658.25
2014-02-04,1964.5,22325,360,13857.5,22300,2115.5,31000,7154.5,1641.25
2014-02-05,1976,22137.5,360,13837.5,22300,2091.25,31250,7090.5,1662.75
2014-02-06,1984.75,22055,360,13817.5,22300,2087.25,31250,7095.25,1654.25
2014-02-07,2035.5,22267.5,360,14102.5,22300,2091.25,31150,7106,1677.75
2014-02-10,2027.5,22232.5,360,14262.5,22300,2092,31250,7095.75,1671.75
2014-02-11,2005.5,22282.5,360,14117.5,22300,2077,31150,7108.75,1670.75
2014-02-12,2015.5,22412.5,360,14267.5,22300,2116.75,31200,7199.75,1685.5
2014-02-13,2020.75,22580,360,14232.5,22300,2111.25,31350,7190.25,1686.75
2014-02-14,2046.5,22927.5,360,14230,22300,2084,31450,7119.75,1710.25
2014-02-17,2062.75,23227.5,360,14337.5,22300,2103.25,31350,7174.25,1700.25
2014-02-18,2070.25,23090,360,14402.5,22000,2104.75,31200,7156,1693.25
2014-02-19,2074.75,23227.5,360,14472.5,22000,2122.5,31700,7175,1726.25
2014-02-20,2034.75,23037.5,360,14262.5,22375,2131.25,31100,7207.5,1717.25
2014-02-21,2059.5,23127.5,360,14407.5,22500,2132.25,31250,7204.75,1733.75
2014-02-24,2042.75,23097.5,360,14157.5,23125,2154,31000,7217.5,1699.25
2014-02-25,2058.25,23145,360,14230,22500,2123.75,31550,7184.75,1708.25
2014-02-26,2076.75,23572.5,360,14282.5,23000,2101.75,31550,7129.75,1734.75
2014-02-27,2071.75,23587.5,360,14182.5,22000,2111.75,31550,7114.5,1715.75
2014-02-28,2109.75,23542.5,360,14545,22000,2109.5,31205,7148.75,1723.75
2014-03-03,2094.75,23127.5,355,14505,22500,2098.75,31450,7094.75,1674.25
2014-03-04,2113.75,23212.5,355,14827.5,22500,2115.25,31050,7097.25,1686.75
2014-03-05,2155.25,23345,355,15302.5,23000,2080.75,31150,7032.25,1741.25
2014-03-06,2117.5,23300,375,15452.5,23000,2102.25,31000,7034.75,1731.75
2014-03-07,2094.25,23132.5,370,15327.5,23000,2123.25,30700,7102.25,1729.25
2014-03-10,2046.5,22852.5,370,15132.5,23000,2104.75,30800,7054.25,1714.75
2014-03-11,2070.5,23252.5,395,15632.5,22500,2084.25,30950,6930.25,1745.75
2014-03-12,2014.75,22960,395,15667.5,22500,2038.5,30150,6715.75,1716.25
2014-03-13,1992.5,22777.5,395,15725,22500,2078.5,30500,6720.25,1702.75
2014-03-14,1990.5,23092.5,395,15802.5,22500,2021.75,30700,6497.5,1697.75
2014-03-17,1970.75,22887.5,390,15862.5,22000,2007.5,28600,6494.75,1683.75
2014-03-18,1952.25,23122.5,390,16072.5,22500,2017.5,29500,6489.75,1690.25
2014-03-19,1957.25,23222.5,385,16112.5,22000,2035.25,31000,6549.75,1671.75
2014-03-20,1956.75,23112.5,385,15907.5,22000,2026.5,30500,6471.25,1673.5
2014-03-21,1952.25,22987.5,385,15987.5,22000,2035.25,30500,6445.75,1676.75
2014-03-24,1941.75,22957.5,385,16132.5,22000,2045.75,30500,6434.25,1688.25
2014-03-25,1966.75,23227.5,385,16220,22000,2060.5,30500,6539.25,1716.25
2014-03-26,1980.75,23272.5,385,15955,22000,2049.25,30250,6509.75,1705.25
2014-03-27,1965.75,23037.5,385,15667.5,22000,2058.75,30250,6559.25,1682.25
2014-03-28,1980.5,23037.5,385,15767.5,23000,2064.75,30250,6554.75,1709.25
2014-03-31,1980.5,23022.5,385,15732.5,23000,2057.75,30750,6666.5,1730.25
2014-04-01,1961.5,22907.5,385,15777.5,23000,2040.5,30250,6635.75,1743.75
2014-04-02,1983.75,23112.5,385,16125,23000,2025.5,30000,6631.75,1776.25
2014-04-03,1964.5,23090,385,16142.5,23000,2035.5,30000,6712.5,1782.25
2014-04-04,1998.25,23182.5,385,16512.5,25500,2015.75,30000,6605.75,1809.5
2014-04-07,1985.75,23100,385,16465,25500,2045.75,29700,6676.75,1793.25
2014-04-08,2000.5,23202.5,385,16405,26250,2021,29500,6610.25,1784.75
2014-04-09,2023.25,23347.5,385,16497.5,25500,2040,29500,6651.5,1791.25
2014-04-10,2033.25,23350,385,17037.5,25500,2070.25,29500,6630.25,1853.25
2014-04-11,2036.5,23582.5,385,17392.5,27000,2087.25,30000,6637.25,1840.25
2014-04-14,2032.25,23490,385,17732.5,27000,2104.25,29500,6685.5,1833.25
2014-04-15,2036.75,23462.5,385,17275,28000,2074.5,29500,6644.75,1816.25
2014-04-16,2056.25,23487.5,385,17877.5,28000,2090.25,29500,6627.5,1832.75
2014-04-17,2057.25,23315,385,17982.5,28000,2109,29500,6599.5,1836.75
2014-04-22,2067,23662.5,385,18225,28000,2120.75,30000,6630.75,1846.5
2014-04-23,2067.75,23712.5,385,18117.5,28000,2132.75,30000,6628.25,1835.25
2014-04-24,2072.25,23902.5,385,18425,28250,2141.25,30250,6642.5,1840.25
2014-04-25,2061.75,23812.5,385,18462.5,28250,2147.25,30000,6730.5,1823.25
2014-04-28,2061.25,23787.5,385,18547.5,28375,2142.75,30000,6785.25,1800.25
2014-04-29,2051.75,23587.5,385,18227.5,28250,2124.5,29750,6781.75,1779.25
2014-04-30,2054,23162.5,385,18187.5,28250,2094.75,29475,6769,1769.25
2014-05-01,2025.25,23037.5,385,18065,29000,2088.25,29650,6723.5,1736.25
2014-05-02,2012.25,22975,385,18190,29000,2070.25,29625,6670.25,1736.25
2014-05-06,2050.25,23202.5,385,18455,29000,2060.25,30000,6698.5,1749.25
2014-05-07,2048.75,23247.5,385,18575,29000,2090.5,29625,6739.5,1728.25
2014-05-08,2019.75,23237.5,385,19385,30500,2081.75,29850,6687.75,1717.25
2014-05-09,2027.25,23275,385,20100,30000,2063,29850,6690.25,1717.75
2014-05-12,2062.25,23337.5,385,20847.5,31000,2080.75,29800,6769,1739.25
2014-05-13,2064.75,23212.5,385,21175,31000,2092.75,30000,6928,1738.75
2014-05-14,2084.75,23477.5,385,20647.5,31000,2099,30000,6884.25,1757.25
2014-05-15,2076.75,23397.5,385,18747.5,31000,2112.75,30050,6976.25,1752.75
2014-05-16,2057.25,23432.5,385,19152.5,31000,2124.5,30200,6948.75,1731.25
2014-05-19,2084.75,23552.5,385,19782.5,31000,2120.75,30100,7008.5,1724.25
2014-05-20,2082.75,23325,385,19677.5,31000,2113.5,29800,6922.25,1721.75
2014-05-21,2048.75,23037.5,385,19402.5,31000,2084.75,30100,6840.75,1714.25
2014-05-22,2080.5,23387.5,385,19667.5,31000,2112.25,30100,6945.25,1745.25
2014-05-23,2083.25,23332.5,385,19617.5,31500,2122,30100,6990.5,1781.25
2014-05-27,2081.5,23362.5,385,19637.5,31500,2119.75,30100,7017.5,1777.25
2014-05-28,2089.25,23352.5,385,19512.5,31500,2116.5,30500,7032.5,1801.25
2014-05-29,2046.75,23362.5,385,18745,31500,2074.75,30600,6969,1784.25
2014-05-30,2073.5,23502.5,385,19305,32200,2084.25,30550,6995.25,1823.25
2014-06-02,2080.5,23412.5,385,19402.5,30500,2088.5,30800,7002.75,1816.25
2014-06-03,2083.5,23312.5,385,19002.5,30500,2094.75,30875,6929.5,1802.25
2014-06-04,2080.25,23227.5,385,18947.5,32500,2093.5,30550,6834.75,1796.25
2014-06-05,2093.5,23237.5,385,19002.5,32500,2079.5,30525,6799.75,1828.25
2014-06-06,2069.25,23022.5,385,18462.5,32500,2062.75,30425,6660.25,1816.75
2014-06-09,2128.5,23132.5,390,18755,32500,2104.25,30550,6667.25,1870.25
2014-06-10,2106.25,23025,390,18452.5,32500,2107.75,30450,6695.25,1864.75
2014-06-11,2102.25,22827.5,390,18325,32500,2090.25,30625,6689.25,1835.25
2014-06-12,2108.5,22837.5,390,18027.5,32500,2084.25,30550,6724.75,1821.75
2014-06-13,2072.75,22600,390,17937.5,32500,2053.75,30450,6671.25,1800.75
2014-06-16,2084.75,22652.5,390,18312.5,32500,2063.75,30425,6734.75,1801.75
2014-06-17,2111.75,22595,390,18927.5,32500,2091.5,30325,6710.75,1808.25
2014-06-18,2128.5,22582.5,390,18657.5,32500,2099.5,30250,6738.75,1828.25
2014-06-19,2138.25,22602.5,390,18457.5,32500,2097.25,30150,6730.25,1843.75
2014-06-20,2166.75,22627.5,390,18337.5,32500,2107.5,30150,6777.25,1844.75
2014-06-23,2182.75,22667.5,390,18417.5,32500,2136.5,30100,6900.5,1856.75
2014-06-24,2182.25,22547.5,390,18145,32500,2159.5,30137.5,6898.25,1858.25
2014-06-25,2169.25,22597.5,390,18277.5,32500,2139.25,30225,6890.25,1866.25
2014-06-26,2179.75,22422.5,390,18612.5,30350,2140.25,30400,6936.25,1856.75
2014-06-27,2182.25,22337.5,390,18762.5,32000,2138.25,30450,6975.5,1849.75
2014-06-30,2204.25,21852.5,390,18710,29500,2128.75,30900,6954.5,1850.25
